rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
259,75,Netclues,netclues.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2003-09-26; wayback=20230608,Verified,1,million+ calls generated 40+ Digital Experts In-House Products OUR PEOPLE Meet our experts,0,0,0,0,5830,,nt Drupal Web Development Company Joomla Web Development Services Wordpress Web Developmen,23,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2008); owned IP: million+ calls generated 40+ Digital Exp; jd 5830ch; ~150 staff
260,75,Tvisha Technologies Inc,tvisha.com,"Hyderabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2003; rdap=2002-07-30; wayback=20230531,Verified,1,ood at their work and timely too. We'll Make Our Products Work Out of the box Multi-functi,0,0,0,0,5817,,Mobile App &amp; Software Development Company | Tvisha Technologies L O A D I N G,24,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2003); owned IP: ood at their work and timely too. We'll ; jd 5817ch; ~150 staff
261,75,Pyramidion Solutions,pyramidions.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2015-10-10; wayback=20230610,Verified,1,"we ship faster, write cleaner code, and get your product to market sooner. From native iOS",0,0,0,0,5783,,"pass that efficiency on. Our AI-Powered App Development Services We build complete, scalab",11,,,,identity_pending,"PROVEN_EQUIV(rdap=2015-10-10); owned IP: we ship faster, write cleaner code, and ; jd 5783ch; ~150 staff"
262,75,EMedStore,emedstore.in,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2015-10-31; wayback=20230530,Verified,1,"ful relationship. We take responsibility for our products and services. Therefore, we pref",0,0,0,0,5731,,PHARMACY MARKETPLACE DEVELOPMENT PHARMA ERP SOFTWARE DEVELOPMENT PHARMACY WEBSITE DEVELOPM,11,,,,identity_pending,PROVEN_EQUIV(rdap=2015-10-31); owned IP: ful relationship. We take responsibility; jd 5731ch; ~150 staff
263,75,Zethic Technologies,zethic.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2018-04-23; wayback=20230528,Verified,1,"#x27;t: understand your business, architect your platform, and deliver the AI and digital ",1,0,0,0,5725,"01 Profile Review We look at your portfolio, GitHub, and experience to see if there&#x27;s",Start a Discovery Artificial Intelligence AI Development Services AI Workflow Automation A,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2019); owned IP: #x27;t: understand your business, archit; jd 5725ch; ~30 staff"
264,75,Wisdomleaf Technologies,wisdomleaf.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2003; rdap=2003-08-11; wayback=20230606,Verified,1,phic Design Products keyboard_arrow_down add Our Products End-to-end Healthcare and Recrui,0,0,0,0,5687,,"rehensive suite of IT Solutions encompassing Application Development, Data Engineering, Ar",23,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2003); owned IP: phic Design Products keyboard_arrow_down; jd 5687ch; ~150 staff
265,75,eSoft Technologies Pvt. Ltd.,esoftech.com,"Mumbai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=1990; rdap=1999-09-10; wayback=20230602,Verified,1,-> &times; Our Portfolio --> Our Partnership Our Products Propel your company into a growt,0,0,0,0,5453,,"Company - IT Consulting, Software &amp; App Development Services Skip to the content sales",27,Shageevan Sachithanandan,Director,https://www.linkedin.com/in/shageevan,identity_full,PROVEN_EQUIV(goodfirms_founded=1990); owned IP: -> &times; Our Portfolio --> Our Partner; jd 5453ch; ~150 staff
266,75,Webzent Technologies,webzent.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; wayback=20230316,Verified,1,nd security. Launch &amp; Support Deploying your product and providing ongoing updates and,0,0,0,0,5291,,website development SAAS &#038; Enterprises Software development Mobile App Development iO,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: nd security. Launch &amp; Support Deploy; jd 5291ch; ~150 staff
267,75,Vibhuti Technologies,vibhuti.biz,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-09-16; wayback=20230604,Verified,1,rowth is crucial. A scalable web app allows your platform to handle an increasing number o,0,0,0,0,5123,,the Modern Development Standard Traditional software development often meant long timeline,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: rowth is crucial. A scalable web app all; jd 5123ch; ~150 staff
268,75,Atyantik Technologies Pvt. Ltd.,atyantik.com,"Vadodara, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2012-09-11; wayback=20230527,Verified,1,nders Tirth &amp; Ajay since over 3 years on our platform which is built with an advanced ,0,0,0,0,5049,,"Software Development Company in Vadodara, Gujarat | Atyantik Skip",14,Tirth Bodawala,CTO & Co-Founder,https://www.linkedin.com/in/tirthbodawala,identity_full,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: nders Tirth &amp; Ajay since over 3 year; jd 5049ch; ~150 staff
269,75,Zweck Infotech Pvt Ltd,zweck.io,"Kochi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; copyright_footer=2023; wayback=20230607,Verified,0,,2,1,1,0,4464,security and data protection. Participate in code reviews to maintain code quality and sta,k Infotech | Technology Partner Services Web Development Services Portfolio Client Testimo,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); review-gate JD x1; jd 4464ch; ~30 staff
270,72,Krish Software Services (India) Private Limited,krishservicesgroup.com,Bengaluru,nasscom,,,EXISTED_2COR,rdap=2011-05-03; nasscom_harvest=nasscom:PROVEN - 2022-06 snapshot advert,Verified,0,,4,3,7,0,104296,"JD: 'Branching strategies, pull requests, peer reviews and merge-conflict resolution' | JD",Virtual Agents Modern Application Enterprise Application Development Application Moderniza,15,Peruri Srinivasulu,"Founder, CEO and Chief Architect (group); Director (India entity)",,identity_name_only,EXISTED_2COR(rdap=2011-05-03); review-gate JD x3; jd 104296ch
271,72,RITWIK IT Services Private Limited,ritwikinfotech.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2015-11-25; nasscom_harvest=nasscom:DOMAIN_ONLY - domain registered ,Verified,0,,1,1,11,0,50966,JD: 'Conduct code reviews and enforce development standards' | JD: Azure DevOps named only,,11,Seshadri Reddy Kotalo,Managing Director & Chief Executive Officer,,identity_name_only,EXISTED_2COR(rdap=2015-11-25); review-gate JD x1; jd 50966ch
272,72,Upstair Technologies LLP,upstairtechnologies.com,"Surat, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2014; rdap=2014-10-20,Verified,0,,12,2,1,0,28105,"rver, PostgreSQL, or MongoDB. Participate in code reviews and provide constructive feedbac",utions for every business need. Get in Touch Custom Software Development Web Application D,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); review-gate JD x2; jd 28105ch; ~30 staff
273,72,Tuvoc Technologies Pvt Ltd,tuvoc.com,"Ahmedabad, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2017; rdap=2019-12-15,Verified,1,r to develop and maintain the performance of our product. Insights and Ideas Stay updated ,2,0,4,0,9083,ps Consulting Scalability and Load Balancing Version Control and Collaboration Tools What ,Custom Software &amp; AI Development Company | Tuvoc Home Ab,7,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: r to develop and maintain the performanc; jd 9083ch; ~150 staff
274,70,OMANGOM Infosystems Private Limited,omangom.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2016-01-09; wayback=20230528,Verified,1,"AI where it removes real friction — inside your products, operations and data. No experime",0,0,0,0,886209,,lutions Generative AI AI Consulting Services Product Engineering Mobile Development Digita,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: AI where it removes real friction — insi; jd 886209ch; ~30 staff
275,70,Connor Clark & Lunn India Private Limited,cclfg.cclgroup.com,Gurugram,nasscom,,,EXISTED_2COR,nasscom_harvest=nasscom:PROVEN - 20230601 snapshot adver; wayback=20230601,Verified,1,"iver scalable investment solutions. In turn, our platform attracts, motivates and retains ",1,0,0,0,706834,Connor Clark & Lunn is a Canadian asset manager; this is its captive | JD: 'IaC tooling (B,,0,,,,identity_pending,EXISTED_2COR(nasscom_harvest=nasscom:PROVEN - 20230601 snapshot adver); owned IP: iver scalable investment solutions. In t; jd 706834ch
276,70,Altumcore Technologies,altumcore.com,"Ahmedabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2016-03-15; wayback=20230530,Verified,1,will improve their overall experience with your platform. Another mistake that a new sport,0,0,0,0,296119,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2016); owned IP: will improve their overall experience wi; jd 296119ch; ~30 staff
277,70,RORBits Software,rorbits.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; wayback=20230530,Verified,1,"ions, and future-ready features tailored to your product vision and business goals. Ruby o",0,0,0,0,172287,,ls Consulting ROR Maintenance &#038; Support Product Development Ruby on Rails Upgrade Ser,13,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2013); owned IP: ions, and future-ready features tailored; jd 172287ch; ~30 staff"
278,70,Webclick® Digital Pvt. Ltd,webclickindia.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-08-26; copyright_footer=2014; wayback=20230603,Verified,1,strengthen our online presence and showcase our products effectively. We appreciate their ,0,0,0,0,69629,,Web Development Company | Ecommerce Website Development Services | Portal Development Comp,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: strengthen our online presence and showc; jd 69629ch; ~30 staff
279,70,The Tech Clouds,thetechclouds.com,"Kolkata, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2020; rdap=2020-06-16; wayback=20230528,Verified,1,opment Services Improved User Satisfaction : Our product-led approach enhances your compet,8,0,0,0,63764,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",Website Development Services | Leading Web Design Company [email&#160;pro,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2020); owned IP: opment Services Improved User Satisfacti; jd 63764ch; ~30 staff
280,70,WagerGeeks Private Limited,wagergeeks.com,"Indore, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2021; rdap=2022-03-24; copyright_footer=2022,Verified,1,nterrupted experience that boosts retention. Our platforms enable operators to quickly ada,8,0,0,0,61850,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",Custom iGaming Software Development Services WagerGeeks Services All Services iG,4,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2021); owned IP: nterrupted experience that boosts retent; jd 61850ch; ~30 staff
281,70,Shira Infotech,shirainfotech.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2019-06-24; wayback=20230609,Verified,1,"al customers who are actively searching for your products or services. Every day, business",0,0,0,0,58961,,fers top-notch digital marketing and website development services in India. Delivering inn,7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: al customers who are actively searching ; jd 58961ch; ~150 staff
282,70,ITSWS Technologies Pvt Ltd,itsws.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-12-07; copyright_footer=2015; wayback=20230529,Verified,1,& expensive education management softwares. Our Platform is an out-of-the-box school manag,0,0,0,0,58042,,ile Apps Bootstrap App Development Web &amp; Software Development Web Development Services,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: & expensive education management softwar; jd 58042ch; ~30 staff
283,70,iTechnoSol Inc,itechnosol.com,"Vadodara, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; wayback=20230330,Verified,1,ur agile framework to accelerate and refine your product development process for maximum i,0,0,0,0,57452,,Custom Software Development Company Home About Us Services S,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: ur agile framework to accelerate and ref; jd 57452ch; ~30 staff
284,70,Ably Soft Pvt Ltd,ablysoft.com,Mohali,nasscom,,,EXISTED_2COR,rdap=2002-03-22; copyright_footer=2004; nasscom_harvest=nasscom:PROVEN; rdap:2002-03-22,Verified,1,"l domain-specific features. Voyij Built with our flagship eCommerce software Yo!Kart, Voyi",0,0,0,0,50919,pre-2024: proven,Leading Software Development Company India - Ably Soft Products About Us,24,,,,identity_pending,EXISTED_2COR(rdap=2002-03-22); owned IP: l domain-specific features. Voyij Built ; jd 50919ch
285,70,Suyog Computech Pvt Ltd,suyogindia.com,Bhubaneswar,nasscom,,,PROVEN_EQUIV,nasscom_harvest=nasscom:PROVEN - 2023-06 snapshot advert; wayback=20200806,Verified,1,onsulting Services Maintenance &amp; Support Our Products SmartQ LearnX StateWays Gaining ,0,0,2,0,49618,"JD: 'Should know versioning tools such as Git, Mercurial, or SVN' | Site: 'Agile methodolo",pipelines for rapid prototyping and scalable software development. Learn more Application ,0,Addyasa Mahapatra,Chief Executive Officer and Director,,identity_name_only,PROVEN_EQUIV(nasscom_harvest=nasscom:PROVEN - 2023-06 snapshot advert); owned IP: onsulting Services Maintenance &amp; Sup; jd 49618ch
286,70,Isynbus Technologies,isynbus.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2019-10-16; wayback=20230528,Verified,1,"we handle Building, Launching, and Scaling your Product Book a Free 30-Min Strategy Call D",0,0,0,0,45198,,lopment Progressive Web App React Native App Software Development Custom CRM ERP Developme,7,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2019); owned IP: we handle Building, Launching, and Scali; jd 45198ch; ~150 staff"
287,70,Gemicates Technologies Pvt Ltd,gemicates.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-11-04; wayback=20190107,Verified,1,cts; as well as the services and products of our product partners. We may combine de-ident,0,0,0,0,43746,,"re Manufacturing &nbsp Broad spectrum of the product engineering and design services, from",12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: cts; as well as the services and product; jd 43746ch; ~30 staff
288,70,Phontinent Technologies,phontinent.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2018-05-23; copyright_footer=2023; wayback=20230601,Verified,1,or your project? Phontinent Technologies is your platform. Enquire Now Digital Marketing D,0,0,0,0,42663,,"? […] October 24, 2020 Why invest in Android application development The year is and peopl",8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: or your project? Phontinent Technologies; jd 42663ch; ~30 staff
289,70,Whizcamp Private Limited,whizcamp.tech,"Mohali, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2018-04-04; copyright_footer=2017; wayback=20231120,Verified,1,"p community, we're well equipped to work on your product. User-Centric Approach Our team h",3,0,0,2,39835,"erstanding of code versioning tools (such as Git, SVN, and Mercurial) Key Skills ASP.NET C",staurant and Food #Delivery #Pickup #Dine-in Application Development? Establishing new mar,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: p community, we're well equipped to work; jd 39835ch; ~30 staff"
290,70,SHL (India) Private Limited,shl.com,Gurugram,nasscom,,,EXISTED_2COR,rdap=1990-10-17; wayback=20230601,Verified,1,"Answers to frequently asked questions about our products, services and supporting document",0,0,0,0,39559,,,36,,,,identity_pending,EXISTED_2COR(rdap=1990-10-17); owned IP: Answers to frequently asked questions ab; jd 39559ch
291,70,Traviyo,traviyo.com,"Noida, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-01-09; copyright_footer=2018,Verified,1,essions Our team will help you to understand our products in an effective manner with one-,0,0,0,0,34954,,productivity MGT Booking Best travel website development services providers in Noida. Ther,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2018); owned IP: essions Our team will help you to unders; jd 34954ch; ~30 staff
292,70,Albiorix Technology Private Limited,albiorixtech.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2019-02-06; wayback=20230601,Verified,1,. We worked with them for almost 2 years and our product development journey with them was,0,0,0,0,34123,,--> --> Custom Software Development &amp; AI Solutions Company AI AI,7,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: . We worked with them for almost 2 years; jd 34123ch; ~150 staff
