rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
262,60,IDEATE SYSTEMS INDIA PRIVATE LIMITED,ideatesystemsindia.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2018-11-21; copyright_footer=2023; wayback=20230602,Verified,1,/ UX Design Bulk SMS and Voice Call Services Our Products Hire Resource Hire Full Stack Mo,0,0,0,0,2212,,tra 411041 Home Services Salesforce Services Custom Software Development AI Integrated Sof,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: / UX Design Bulk SMS and Voice Call Serv; jd 2212ch; ~30 staff
263,60,Cyblance Technologies Pvt. Ltd.,cyblance.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2011-07-11; wayback=20230527,Verified,1,ons. Enterprise-Ready Technical Architecture Our platforms are engineered to handle high b,0,0,0,0,2199,,ce Home Auction Platform E-commerce Solution Custom Software Case Studies Auction E-commer,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: ons. Enterprise-Ready Technical Architec; jd 2199ch; ~30 staff
264,60,mokSa Technologies India Pvt Ltd,moksatechnologies.com,Gurugram,nasscom,,,EXISTED_2COR,rdap=2009-10-08; copyright_footer=2019; nasscom_harvest=nasscom:PROVEN; rdap:2009-10-08,Verified,1,rofessional Services Contact Center Solution Our Products Pure Cloud Product Resources Rep,0,0,0,0,2127,pre-2024: proven,oyments CX Consulting CX Managed Services CX Product Engineering Services CX Professional ,17,,,,identity_pending,EXISTED_2COR(rdap=2009-10-08); owned IP: rofessional Services Contact Center Solu; jd 2127ch
265,60,Tricore Infotech PVT LTD,tricoreitsolutions.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; wayback=20230607,Verified,1,h useful AI experiences. Explore AI services Our Products About Company Company Career Tes,0,0,0,0,2080,,ring and scalable architecture. View all web development services → AI &amp; ML Capabiliti,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: h useful AI experiences. Explore AI serv; jd 2080ch; ~30 staff
266,60,Tekniko Global,teknikoglobal.com,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-09-22; wayback=20230523,Verified,1,"ps Azure, AWS, Docker and Kubernetes ensure your products scale predictably, remain resili",0,0,0,0,2037,,"ies iOS, Android, Flutter, React Native — we build applications that allow businesses to g",9,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: ps Azure, AWS, Docker and Kubernetes ens; jd 2037ch; ~30 staff"
267,60,MartPro,martpro.net,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2020-05-06; copyright_footer=2021; wayback=20230607,Verified,1,"more by selling, customizing or integrating our products. --> Turnkey Solutions Enabling b",0,0,0,0,2034,,Custom Software Development Company - MartPro Products Hyper,6,,,,identity_pending,"PROVEN_EQUIV(rdap=2020-05-06); owned IP: more by selling, customizing or integrat; jd 2034ch; ~150 staff"
268,60,Parasme Software And Technology,parasmesoft.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-03-30; wayback=20230206,Verified,1,"upport, we take complete responsibility for your product&#039;s success. Multi-Geo Deliver",0,0,0,0,2016,,ms with 24/7 support. Development End-to-end product development lifecycle Agile methodolo,11,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2015); owned IP: upport, we take complete responsibility ; jd 2016ch; ~30 staff"
269,60,Aheadrace Software Development Services Private Limited,aheadrace.com,Secunderabad,nasscom,,,EXISTED_2COR,rdap=2010-07-20; copyright_footer=2022; nasscom_harvest=nasscom:PROVEN; rdap:2010-07-20,Verified,1,s &amp; customized strategies to ensure that our products &amp; services attain smart resu,0,0,0,0,1959,pre-2024: proven,,16,Satyavardhan Reddy,Founder and CEO,,identity_name_only,EXISTED_2COR(rdap=2010-07-20); owned IP: s &amp; customized strategies to ensure ; jd 1959ch
270,60,PEANUT SQUARE LLP,peanutsquare.com,"Ahmedabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2016-10-03; wayback=20230610,Verified,1,ent Web Development React Native Development Our Products Envato Sales Automation Suite Ca,0,0,0,0,1899,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2016); owned IP: ent Web Development React Native Develop; jd 1899ch; ~30 staff
271,60,KATE Technologies Pvt Ltd,kateit.in,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2017-03-11; wayback=20230530,Verified,1,Android Apps bring your customers closer to your products and services Run slider on any d,0,0,0,0,1843,,Software Development Company | Digital Marketing | Web Design | P,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: Android Apps bring your customers closer; jd 1843ch; ~30 staff
272,60,Veryx Technologies Private Limited,veryxtech.com,Chennai,nasscom,,,EXISTED_2COR,rdap=2010-10-12; copyright_footer=2002; nasscom_harvest=nasscom:PROVEN; rdap:2010-10-12,Verified,1,chnologies From ideation to deployment Using our product and technology-led approach we ha,0,0,0,0,1836,pre-2024: proven | site mentions cicd,ATTEST Cloudmon Services Digital Enterprises Product Engineering Resources Blog Library Ca,16,,,,identity_pending,EXISTED_2COR(rdap=2010-10-12); owned IP: chnologies From ideation to deployment U; jd 1836ch
273,60,Infoz Software Solution,theinfoz.com,"Mumbai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2006-09-07; wayback=20230322,Verified,1,Projects Delivered 300 + We help to discuss your product development requirement Get a fre,0,0,0,0,1790,,"ution &#8211; Mobile App development, Custom Product Development, AI &amp; ML Development ",20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); owned IP: Projects Delivered 300 + We help to disc; jd 1790ch; ~30 staff
274,60,Net Xperia,netxperia.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2020; rdap=2016-06-06; copyright_footer=2016; wayback=20230416,Verified,1,ing CMS Customization E-commerce Development Our Products GST Inventory Software Learning ,0,0,0,0,1713,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2020); owned IP: ing CMS Customization E-commerce Develop; jd 1713ch; ~30 staff
275,60,AMS SOFTECH,amssoftech.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-09-11; copyright_footer=2013; wayback=20230818,Verified,1,Per Click SEO Content Outsourcing Portfolio Our Products Our Team Blog Contact Us Everythi,0,0,0,0,1712,,OS Apps Development Windows Apps Development Software Development Customized Software Deve,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: Per Click SEO Content Outsourcing Portfo; jd 1712ch; ~30 staff
276,60,Knoxpo Solutions,knoxpo.com,"Mumbai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2013-12-19; wayback=20220812,Verified,1,onth access to a dedicated team that learns your product and ships continuously. Best use ,0,0,0,0,1700,,needs of modern businesses. Whether you need custom software development or advanced AI in,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: onth access to a dedicated team that lea; jd 1700ch; ~30 staff
277,60,TechZarInfo Software & Consulting Services,techzarinfo.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2012-09-25; copyright_footer=2011; wayback=20230530,Verified,1,emerging altcoins. 2 High-Speed Transactions Our platforms process transactions at lightni,0,0,0,0,1688,,tions DEVELOPMENT Mobile App Development Web Application Development SaaS Product Developm,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); owned IP: emerging altcoins. 2 High-Speed Transact; jd 1688ch; ~30 staff
278,60,Digitalyuga IT Services,digitalyuga.com,"Bhopal, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-11-22; wayback=20230423,Verified,1,we both agree to do something. 0755-4910002 Our Products In-this-today's throat-cutting co,0,0,0,0,1611,,"Digitalyuga - Website Design, Software Development and Digital Marketing Company in Bhopal",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: we both agree to do something. 0755-4910; jd 1611ch; ~30 staff
279,60,BESTIND TECH PVT LTD,best.ind.in,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; copyright_footer=2022; wayback=20210227,Verified,1,ut BESTIND Careers Contact Us Support Ticket Our Products Vidhyalaya Prabandhan Gst Pro Bl,0,0,0,0,1564,,y that offers a wide range of web design and development services to clients across the gl,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: ut BESTIND Careers Contact Us Support Ti; jd 1564ch; ~30 staff
280,60,Essence Software Solutions,essencesoftwares.com,"Gurgaon, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2012-03-21; wayback=20230602,Verified,1,"MVP, SaaS platform, or enterprise solution, our product development teams transform concep",0,0,0,0,1525,,", SaaS platform, or enterprise solution, our product development teams transform concepts ",14,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2015); owned IP: MVP, SaaS platform, or enterprise soluti; jd 1525ch; ~30 staff"
281,60,Flexible Softwares,flexiblesoftwares.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-12-01; copyright_footer=2021; wayback=20230610,Verified,1,lue to our functional and business aspect of our product. I would always count on Flexible,0,0,0,0,1491,,Best Software Development Company - flexiblesoftwares Skip to content,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: lue to our functional and business aspec; jd 1491ch; ~30 staff
282,60,MPM Infosoft Private Limited,mpminfosoft.com,Chennai,nasscom,,,PROVEN_EQUIV,rdap=2011-12-28; nasscom_harvest=nasscom:PROVEN; wayback=20230518,Verified,1,use our domain competence. Deepak Chowdhary Our Products SAND MAN ® SAND MAN ® is a revolu,0,0,0,0,1404,pre-2024: proven,Solutions Digitalization IIOT Data Analytics Software Development Products SAND MAN ® VCom,15,,,,identity_pending,PROVEN_EQUIV(rdap=2011-12-28); owned IP: use our domain competence. Deepak Chowdh; jd 1404ch
283,60,Floatinity Systems LLP,floatinity.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-05-30; wayback=20230127,Verified,1,"g fixes to performance checks, we make sure your product works perfectly. Product Moderniz",0,0,0,0,1326,,Custom Software Development &amp; AI Solutions | Floatinity,10,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2016); owned IP: g fixes to performance checks, we make s; jd 1326ch; ~30 staff"
284,60,Codecloud Labs,codecl.com,"Kochi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2007; rdap=2017-11-19; wayback=20230602,Verified,1,clientele either physically or in terms of your product sale or brand-awareness. Facebook ,0,0,0,0,1268,,"Get Started Now or learn more. CODE CL, The Software Development Internet Marketing Online",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2007); owned IP: clientele either physically or in terms ; jd 1268ch; ~30 staff
285,60,GI Tech Gaming Co india pvt ltd,gitechgames.com,"Chennai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2006; rdap=2014-12-06; copyright_footer=2021; wayback=20230325,Verified,1,o customers through continuous innovation in our products.. Read more INNOVATIVE PRODUCTS ,0,0,0,0,1184,,,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2006); owned IP: o customers through continuous innovatio; jd 1184ch; ~30 staff
286,60,Regenapps Clouds Private Limited,regenapps.com,"Surat, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-01-10; wayback=20230610,Verified,1,"ollaborators, working hand in hand to bring your product vision to life and create remarka",0,0,0,0,1152,,ign Flutter App Development React Native App Development Services Power BI Tableau Aprimo ,9,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: ollaborators, working hand in hand to br; jd 1152ch; ~30 staff"
287,60,Wisflux Private Limited,wisflux.com,"Jaipur, India",goodfirms+nasscom,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2016-11-22; nasscom_harvest=nasscom:PROVEN; goodfirms_founded:2017; wayback=20230601,Verified,1,"We use our own proprietary agents to build your products, delivering high-fidelity prototy",0,0,0,0,1127,pre-2024: proven | site mentions cicd,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2017); owned IP: We use our own proprietary agents to bui; jd 1127ch; ~30 staff
288,60,CloudWapp Technologies Pvt. Ltd.,cloudwapp.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2016-06-23; wayback=20230601,Verified,1,provided valuable suggestions that improved our product and helped us achieve better resul,0,0,0,0,1006,,"ytics Workflow Automation Let&#x27;s Talk 04 Custom Software Development Tailored CRM, ERP",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: provided valuable suggestions that impro; jd 1006ch; ~30 staff
289,60,Craftnotion Private Limited,craftnotion.com,"Hyderabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-07-02; wayback=20230610,Verified,1,esign requirements. Can your team scale with our product roadmap? Absolutely. We can start,0,0,0,0,837,,Mobile App Development Agency – Hyderabad We Build Apps &amp; Software That People Actuall,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: esign requirements. Can your team scale ; jd 837ch; ~30 staff
290,60,Sugoi Labs,sugoilabs.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2013-01-14; copyright_footer=2018; wayback=20230709,Verified,1,wice Know More MVP Get the first version of your product built quickly Know More E-commerc,0,0,0,0,819,,AI/ML Augmented Reality Web Development Web Development Services Custom Application Develo,13,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: wice Know More MVP Get the first version; jd 819ch; ~30 staff
291,60,Teqlawn,teqlawn.com,"Indore, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-12-23; copyright_footer=2022; wayback=20230601,Verified,1,ted for each client. OUR WORK We care about your product as much as you do Cryptocurrency ,0,0,0,0,813,,,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2018); owned IP: ted for each client. OUR WORK We care ab; jd 813ch; ~30 staff
292,60,Infoxeron Technologies Pvt. Ltd.,infoxeron.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-06-24; copyright_footer=2018; wayback=20230530,Verified,1,ce Visual appeal is what attracts people to your product but it's the user experience that,0,0,0,0,575,,ire us Full cycle development Our Full Cycle Software Development enables us in building a,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ce Visual appeal is what attracts people; jd 575ch; ~30 staff
293,60,Meetri Infotech Private Limited,meetri.in,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2009-03-26; wayback=20230601,Verified,1,"ts with clean, reviewed, well-tested code - your product evolves in front of you, with liv",0,0,0,0,440,,Meetri Infotech | Trusted Software Development Company 90 (mobile) =======================,17,,,,identity_pending,"PROVEN_EQUIV(rdap=2009-03-26); owned IP: ts with clean, reviewed, well-tested cod; jd 440ch; ~30 staff"
294,60,InfoAxon Technologies (India) Pvt Ltd,infoaxon.com,Noida,nasscom,,,EXISTED_2COR,rdap=2001-08-06; copyright_footer=2000; nasscom_harvest=nasscom:PROVEN; rdap:2001-08-06,Verified,1,"ed solutions that bring intelligence through our products, platforms and AI engineering se",0,0,0,0,75,pre-2024: proven,,25,Shubham Nagar,Chief Executive Officer & Founder,,identity_name_only,EXISTED_2COR(rdap=2001-08-06); owned IP: ed solutions that bring intelligence thr; jd 75ch
295,60,GIEOM Business Solutions Private Limited,gieom.com,Bengaluru,nasscom,,,EXISTED_2COR,rdap=2009-04-15; nasscom_harvest=nasscom:PROVEN - 2020-06-01 Wayback nav ; wayback=20230605,Verified,1,"and compliance with the DORA 360 platform, your accelerator for success. APRA CPS 230 Simp",0,0,0,0,9,"Wayback 2020: own product nav 'Validator Consultant Edition', case studies | Site: DORA 36",,17,John Santhosh,"Founder, Chief Executive Officer",https://www.linkedin.com/in/john-santhosh-83381a33a,identity_full,EXISTED_2COR(rdap=2009-04-15); owned IP: and compliance with the DORA 360 platfor; jd 9ch
296,60,CI Global Technologies Pvt Ltd,ciindia.com,Chennai,nasscom,,,PROVEN_EQUIV,rdap=2000-01-07; wayback=20220125,Verified,1,"CRM, PMS, POS Ecosystems, and more. Elevate your product releases with cross-platform expe",0,0,0,0,0,,Preferred Software product development Partner - CI Global MENU MENU What We Do SER,26,,,,identity_pending,"PROVEN_EQUIV(rdap=2000-01-07); owned IP: CRM, PMS, POS Ecosystems, and more. Elev"
