name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
SMTP Provider Pvt Ltd,https://www.linkedin.com/company/smtp-provider/,https://smtpprovider.com/,Take your business to the next level with SMTP Provider's Affordable All-in-one Email Marketing Solutions. ,"SMTP Provider Put Ltd was founded in 2012 by an Internet Marketing Company. It is one of leading service provider in the Email Marketing field with a client base of 1000+ globally. We are offering SMTP server for promotional and transactional emails. We are having our servers all around the world i.e USA, UK, German, Latvia etc.  Our plan starts from 500 mails to 1 million. It has shared and dedicated IP plans. Our key of success is our Sales and Technical Support. We are available 24x7 to serve",2012,26,11-50,189,Privately Held,Information Technology & Services,"Email Server, Email Deliverability, Email Delivery Consultant, API for Email Service Providers, Direct Email Marketing",Kolkata,India
DETECH.CO.IN,https://www.linkedin.com/company/detech001/,https://detech.co.in/,"An Innovating Web, App & Software Solutions to Drive Business Growth. Let’s Build Together!","Detech.co.in | Turning Ideas Into Digital Reality  With over 8 years of experience, Detech.co.in delivers cutting-edge web, app, and software solutions tailored for start-ups, businesses, and enterprises worldwide.  We specialize in:  Website Development (WordPress, React.js, Laravel, Django) Mobile App Development (Flutter, React Native, Kotlin, Swift) Custom Software (ERP, CRM, HRM, LMS) Game Development (Unity3D)  Web Scraping & Automation Graphics & UI/UX Design  Our team combines technical ",2018,12,11-50,482,Sole Proprietorship,IT Services and IT Consulting,,Kolkata,India
Netqueue Technologies Pvt. Ltd.,https://www.linkedin.com/company/netqueue-technologies-pvt-ltd/,https://www.netqueuetech.com/,Web Design * Website Development * Digital Marketing * CRM * Software Development * Web App Development * eCommerce,"Netqueue Technologies is a leading web design, development and digital marketing agency that help companies in all sectors to flourish, using the latest technologies. With a passionate team of experts, we provide the most creative web solutions and a wide range of services, including Website Design, Web Development, Digital Marketing, Mobile App Development & more. With technical expertise and excellent infrastructure, we are equipped to deliver your project on time and budget with results you w",2021,12,2-10,1095,Privately Held,IT Services and IT Consulting,,Kolkata,India
Fleapo,https://www.linkedin.com/company/fleapo-ai/,http://www.fleapo.com,"Helping enterprises measure AI readiness, activate teams, and build custom AI infrastructure for lasting transformation.","Led by a YC alum, Fleapo is an AI Product Factory designed to move businesses from idea to impact—in weeks, not years. Powered by a team of hands-on builders, we make AI not just accessible—but a multiplier for every business.  We believe AI shouldn’t be locked behind complexity, scarce talent, or endless experimentation cycles. The real advantage isn’t just adopting AI—it’s adopting it faster, smarter, and without distraction. That’s where we come in.  We partner with enterprises, accelerate st",2015,50,51-200,4391,Partnership,Information Technology & Services,"Software Development, Android App Development, iOS app development, AI Integration, ML Modelling, Custotm IT Solution, Custom Software Development",Kolkata,India
Techwens,https://www.linkedin.com/company/techwens/,https://techwens.com/,The best Custom Enterprise Software Development Services in India that your business needs.,Techwens is the best Custom Enterprise Software Development Services in India. We turn your ideas into reality. Our primary duty is to anticipate the problems and provide you with the right solution. Our main area of expertise is Design and Development. We follow an agile methodology and transparency is our real goal.   Take a look at our following services:  - Web Development -Application Development -Mobile App Development Services -Cloud Services -Digital Marketing Services -Social Media Mark,2020,23,11-50,3569,Privately Held,IT Services and IT Consulting,"Application development, Mobile App Development, GEN AI, PaaS, SaaS, Travel Tech",Kolkata,India
NrXen IT Technologies Private Limited,https://www.linkedin.com/company/nrxen/,http://www.nrxen.com,Today and Beyond,"NrXen(www.nrxen.com) is an IT product startup company, that has won pan India awards for its innovative IT products. We are headquartered in Kolkata and work in cutting edge technologies of IoT, ML and AI. NrXen’s products are in market for 6+ years and used by several renowned customers. NrXen founders come from the technology and consulting background, each with 21+ years of experience.  We are working on another path breaking product in real time health monitoring. We invite enthusiastic, qui",2015,11,11-50,303,Privately Held,IT Services and IT Consulting,"GPS, RFID, IoT, Wearable, Bluetooth, Microservices, K12, Luxury Bus Segment, Security",Kolkata,India
SkyTech Solutions,https://www.linkedin.com/company/skytechglobal/,https://www.skytechbpo.com/,BPO & BPM | Software Development | App Development | AI & ML | Digital Marketing | Cyber Security ,"It was in 2013 September that SkyTech Solutions was found to meet the needs of organizations of all magnitudes, regardless of their size or industry. We believe that not only Fortune 1000 companies, but all businesses should have access to high quality and affordable outsourcing services.  We offer end to end customer management solutions, including an array of services including Customer Support, Telemarketing, Back Office Support, Lead Generation, Omnichannel Support, Content Moderation, Virtu",2013,541,501-1000,6910,Privately Held,Outsourcing and Offshoring Consulting,"Inbound & Outbound Call Center, App Development, Web-Design and Development, Telemarketing Services, Customer Service, Call Center, Outbound Sales, Software Development, Cyber Security, Digital Marketing, AI & ML",Dhaka,Bangladesh
CEO - Managing Director,https://www.linkedin.com/company/ceo---managing-director/,http://www.garrandale.co.uk,,,,15,-,226,,Railroad Equipment Manufacturing,,,
MuCrest Technologies Pvt Ltd,https://www.linkedin.com/company/mucrest-technologies-pvt-ltd/,http://www.mucrest.com,Make Digital Reach Global,"We have a world class team of UI/UX designers and developers working on multiple Enterprise & SASS products. Majority of our team works with latest JS frameworks and libraries like Angular, React, Node etc. We love new challenges and no matter how complex the needs are, we always try to meet the business expectations.",2020,82,11-50,3495,Privately Held,Information Technology & Services,"Web Application Development, Mobile Application Development, Desktop Application Development, Server Application Development, UI/UX Design, Database Design, System Architecture Design, DevOps & CI/CD, Data Science, Machine Learning, JavaScript, Angular, React, NodeJs, Go, Python, SQL, NoSQL",Kolkata,India
Wrappid,https://www.linkedin.com/company/wrappid-dev/,https://wrappid.dev/,"One code, Infinite Creations 🖥️"," Wrappid Framework: This is a wrapper framework built to enable rapid development of applications based on popular technologies like React, React Native, Node, and Express.   It aims to:  Write code once: You write your code once and use Wrappid Toolkit to build both your web and mobile applications simultaneously. Pre-built components: A library of pre-built components called CoreComponents speeds up development and ensures consistency across your applications. Business modules: Wrappid comes w",2022,5,2-10,162,Educational Institution,Software Development,,Kolkata,India
Avira Digital Studios,https://www.linkedin.com/company/avira-digital-studios/,https://aviradigitalstudios.com/in,Your best Digital Partner,"We are a design, development and marketing company that specializes in custom websites, apps, and digital marketing techniques. Our team of professionals is committed to offering our customers top-notch services and solutions, having considerable experience in the fields of online design, development, and marketing.",,17,11-50,2550,Partnership,IT Services and IT Consulting,"Website Design, WordPress Development, Shopify Development, E-commerce Development, Custom Web Applications, Mobile App Development, Search Engine Optimization (SEO), Local SEO, Google Ads Management, Pay-Per-Click (PPC) Advertising, Meta Ads Management, Social Media Marketing, Content Marketing, UI/UX Design, Branding & Identity Design, Lead Generation, Conversion Rate Optimization (CRO), Digital Marketing Consulting",kolkata ,India
