source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,F5 Networks Innovation Private Limited,Hyderabad,https://www.f5.com/,f5.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-05-31; nasscom_harvest=nasscom:PROVEN; rdap:1996-05-31,Verified,0,,0,0,,57243,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,30,1996-05-31,zero signals unverified after re-crawl
nasscom,Genesys Telecom Labs India Private Limited,Chennai,http://www.genesys.com,genesys.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-07-30; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1997-07-30,Verified,0,,0,0,,57140,0,0,0,0,pre-2024: domain only | site mentions cicd | site mentions pr_practice,False,,,,identity_pending,,32,29,1997-07-30,zero signals unverified after re-crawl
nasscom,Net Solutions India Private Limited,Chandigarh(CH),http://www.nss1.org/,nss1.org,,,,,True,False,False,EXISTED_2COR,rdap=2012-01-04; nasscom_harvest=nasscom:PROVEN; rdap:2012-01-04,Verified,0,,0,0,,56689,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,14,2012-01-04,zero signals unverified after re-crawl
nasscom,Outbooks Outsourcing Private Limited,Gurugram,http://outbooks.com,outbooks.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-03-12; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2004,Verified,0,,0,0,,55701,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,False,,,,identity_pending,,32,22,2004-03-12,zero signals unverified after re-crawl
nasscom,Alcon Laboratories (India) Private Limited,Bengaluru,http://www.alcon.com,alcon.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-12-27; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,0,,55343,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,32,28,1998-12-27,zero signals unverified after re-crawl
nasscom,Presidio Solutions Private Limited,Chennai,https://presidio.com,presidio.com,,,,,True,False,False,EXISTED_2COR,rdap=1994-11-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2022 arch,Verified,1,ion Cybersecurity Digital Overview AI &#038; Product Engineering AI &#038; Data Transforma,0,0,,53554,0,0,0,0,"site_quotes compliance: 36 hits, all GDPR cookie-consent plugin rows | site_quotes DQ_bpo:",False,,,,identity_pending,,32,32,1994-11-02,zero signals unverified after re-crawl
nasscom,Integritas Global Services Private Limited,Bengaluru,https://integritas.in,integritas.in,,,,,True,False,False,EXISTED_2COR,rdap=2017-02-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2017,Verified,0,,0,0,,53294,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,9,2017-02-02,zero signals unverified after re-crawl
nasscom,Bell Techlogix India Private Limited,Hyderabad,https://belltechlogix.com,belltechlogix.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-04-20; nasscom_harvest=nasscom:PROVEN; rdap:2000-04-20,Verified,0,,0,0,,53132,0,0,0,0,pre-2024: proven,False,Jayakrishnan Sureshbabu,Managing Director,,identity_name_only,,32,26,2000-04-20,zero signals unverified after re-crawl
nasscom,Atria Convergence Technologies Limited,Bengaluru,http://www.actcorp.in,actcorp.in,,,,,True,False,False,EXISTED_2COR,rdap=2014-06-03; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2014-06-03,Verified,0,,0,0,,52733,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,12,2014-06-03,zero signals unverified after re-crawl
nasscom,Man Truck & Bus India Private Limited,Pune,https://www.mantruckandbusindia.com/,mantruckandbusindia.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-03-08; nasscom_harvest=nasscom:PROVEN; rdap:2012-03-08,Verified,1,"esign and simulations, hardware development, software development and validation, and data",0,0,,51541,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,14,2012-03-08,zero signals unverified after re-crawl
nasscom,Valiance Analytics Private Limited,Gautam Buddha Nagar,https://valiancesolutions.com/,valiancesolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-04-25; nasscom_harvest=nasscom:PROVEN; rdap:2011-04-25,Verified,0,,0,0,,50086,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,15,2011-04-25,zero signals unverified after re-crawl
nasscom,FACC Solutions Private Limited,Pune,https://www.facc.com,facc.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-04-03; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1996-04-03,Verified,0,,0,0,,48668,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,30,1996-04-03,zero signals unverified after re-crawl
nasscom,Fiorano Software Technologies Private Limited,Bengaluru,https://www.fiorano.com,fiorano.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-06-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023-06 a,Verified,0,,0,0,,48478,0,0,0,0,"jd: 48,478 chars of listings, no VCS or review terms | site_quotes.qa: hiring Senior Quali",False,,,,identity_pending,,32,30,1996-06-17,zero signals unverified after re-crawl
nasscom,NKXGEN Paradigms Private Limited,Visakhapatnam,https://nkxgen.com,nkxgen.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-04-30; nasscom_harvest=nasscom:PROVEN; rdap:2011-04-30,Verified,0,,0,0,,47854,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,32,15,2011-04-30,zero signals unverified after re-crawl
nasscom,Brillio Technologies Private Limited,Pune,https://www.brillio.com,brillio.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-11-24; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2005-11-24,Verified,1,nt of View Technology Powering innovation in product engineering with GenAI Powering innov,0,0,,47769,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,21,2005-11-24,zero signals unverified after re-crawl
nasscom,Northern Operating Services Pvt Ltd,Bengaluru,http://www.northerntrust.com,northerntrust.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-07-23; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1996-07-23,Verified,0,,0,0,,46576,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,30,1996-07-23,zero signals unverified after re-crawl
nasscom,Nemetschek India Private Limited,Hyderabad,http://www.nemetschek.com,nemetschek.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-05-30; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1996-05-30,Verified,0,,0,0,,46421,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,30,1996-05-30,zero signals unverified after re-crawl
nasscom,DriveIT Technologies Private Limited,Hyderabad,https://www.driveittech.in/,driveittech.in,,,,,True,False,False,EXISTED_2COR,rdap=2013-08-30; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023-06 a,Verified,0,,0,0,,45415,0,0,0,0,"jd: 45,415 chars read, zero VCS or review-gate terms | site_quotes.compliance: sells ISO 2",False,,,,identity_pending,,32,13,2013-08-30,zero signals unverified after re-crawl
nasscom,Uniq Technologies,Chennai,http://www.uniqtechnologies.co.in,uniqtechnologies.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2009-06-25; nasscom_harvest=nasscom:PROVEN: 2023-06-01 Wayback snaps,Verified,1,India&#x27;s Trusted Software Development Company | Uniq Technologies India&#x27;s Tru,0,0,,44719,0,0,0,0,Wayback 2023: 'Civil Services Mechanical Services ... Domain name registration' | Site: IS,False,,,,identity_pending,,32,17,2009-06-25,zero signals unverified after re-crawl
nasscom,Truworth Health Technologies Private Limited,Jaipur,http://www.truworthwellness.com/,truworthwellness.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-05-14; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2014,Verified,0,,0,0,,43304,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,12,2014-05-14,zero signals unverified after re-crawl
nasscom,Ingka Services LLP,Bengaluru,https://www.ingka.com/,ingka.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-05-15; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2007-05-15,Verified,0,,0,0,,43106,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,32,19,2007-05-15,zero signals unverified after re-crawl
nasscom,TEKsystems Global Services Private Limited,Hyderabad,http://www.teksystems.com,teksystems.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-01-21; nasscom_harvest=nasscom:PROVEN; rdap:1997-01-21,Verified,0,,0,0,,43010,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,29,1997-01-21,zero signals unverified after re-crawl
nasscom,Mondelez India Foods Private Limited,Mumbai,http://www.mondelezinternational.com,mondelezinternational.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-02-09; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2012,Verified,0,,0,0,,41231,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,14,2012-02-09,zero signals unverified after re-crawl
nasscom,Cheric Information Network Technologies Private Limited,Hyderabad,http://www.cherictechnologies.com,cherictechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-05-08; nasscom_harvest=nasscom:PROVEN; rdap:2013-05-08,Verified,1,content Home Services IT Services Consulting Application Development Cloud Computing IT An,0,0,,40611,0,0,0,0,pre-2024: proven | site mentions pr_practice,False,,,,identity_pending,,32,13,2013-05-08,zero signals unverified after re-crawl
nasscom,Adi Raheja and Co,Pune,https://yourarcteam.com,yourarcteam.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-08-22; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2014,Verified,0,,0,0,,40122,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,12,2014-08-22,zero signals unverified after re-crawl
nasscom,R Systems International Ltd,Gautam Buddha Nagar,http://www.rsystems.com,rsystems.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-10-22; nasscom_harvest=nasscom:PROVEN; rdap:1997-10-22,Verified,1,A leading Digital Product Engineering Company | R Systems X Toggle navigation Inve,0,0,,39501,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,32,29,1997-10-22,zero signals unverified after re-crawl
nasscom,Burns & Mcdonnell Engineering India Private Limited,Mumbai,https://www.burnsmcd.com/,burnsmcd.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-01-18; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1995-01-18,Verified,0,,0,0,,39496,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,31,1995-01-18,zero signals unverified after re-crawl
nasscom,Nishith Desai Associates,Mumbai,http://www.nishithdesai.com,nishithdesai.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-06-29; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,0,,39448,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,28,1998-06-29,zero signals unverified after re-crawl
nasscom,Softility Tech Private Limited,Hyderabad,https://www.softility.com/,softility.com,,,resolved:355,355,False,True,False,EXISTED_2COR,rdap=2017-12-12; nasscom_harvest=nasscom:PROVEN; rdap:2017-12-12,Verified,1,the good work! Read More Senior Director of Software Development Fortune 500 Credit Bureau,0,0,,38599,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,355,32,9,2017-12-12,zero signals unverified after re-crawl
nasscom,Ladera Technology Private Limited,Chennai,https://laderatechnology.com/,laderatechnology.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-07-19; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2016-07-19,Verified,0,,0,0,,37967,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,10,2016-07-19,zero signals unverified after re-crawl
nasscom,KIOPL Management Solutions India Private Limited,Gurugram,https://www.kkr.com/,kkr.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-17; nasscom_harvest=nasscom:PROVEN; rdap:1995-10-17,Verified,0,,0,0,,37920,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,31,1995-10-17,zero signals unverified after re-crawl
nasscom,Center For Creative Leadership India Private Limited,Gurugram,https://www.ccl.org/,ccl.org,,,,,True,False,False,EXISTED_2COR,rdap=1993-07-27; nasscom_harvest=nasscom:PROVEN,Verified,0,,0,0,,37115,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,33,1993-07-27,zero signals unverified after re-crawl
nasscom,World Vision Infotech Private Limited,Pune,http://worldvisionit.com,worldvisionit.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-08-26; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2014,Verified,1,"le Database and Application services, Mobile Application Development and Web Technologies ",0,0,,36275,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,12,2014-08-26,zero signals unverified after re-crawl
nasscom,Anant Atom Consultancy Private Limited,Navi Mumbai,https://atombuild.com,atombuild.com,,,resolved:267,267,False,True,False,EXISTED_2COR,rdap=2015-02-03; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2015,Verified,0,,0,0,,35751,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,267,32,11,2015-02-03,zero signals unverified after re-crawl
nasscom,Fox Mandal & Associates LLP,Mumbai,http://foxmandal.in,foxmandal.in,,,,,True,False,False,EXISTED_2COR,rdap=2010-02-20; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2010,Verified,0,,0,0,,35588,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,16,2010-02-20,zero signals unverified after re-crawl
nasscom,Impetus Technologies India Private Limited,Noida,http://www.impetus.com,impetus.com,,,,,True,False,False,EXISTED_2COR,rdap=1993-11-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1993,Verified,1,ur Engineering Our engineers follow rigorous product engineering best practices to build a,0,0,,35578,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,33,1993-11-02,zero signals unverified after re-crawl
nasscom,Egon Zehnder Information and Research Services Private Limited,Gurugram,http://www.egonzehnder.com,egonzehnder.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-11-09; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1999,Verified,0,,0,0,,35565,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,32,27,1999-11-09,zero signals unverified after re-crawl
nasscom,Predusk Technology Private Limited,Jaipur,http://www.processvenue.com/,processvenue.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-11-01; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2013,Verified,0,,0,0,,35447,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd | site mentions compliance,False,,,,identity_pending,,32,13,2013-11-01,zero signals unverified after re-crawl
nasscom,Efftronics Systems Private Limited,Guntur,http://www.efftronics.com,efftronics.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-11-21; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,1,ions Services IoT Services Customer Services Product Development Services Customers Suppor,0,0,,34906,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,28,1998-11-21,zero signals unverified after re-crawl
nasscom,Sunil Khullar InfoTech Management Services Private Limited,Chandigarh(PB),https://www.outsourcedbookeeping.com/,outsourcedbookeeping.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-07-26; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2011,Verified,0,,0,0,,34804,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,15,2011-07-26,zero signals unverified after re-crawl
nasscom,NeST Digital Private Limited,Kochi,https://nestdigital.com/,nestdigital.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-03-31; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2017-03-31,Verified,0,,0,0,,34590,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,9,2017-03-31,zero signals unverified after re-crawl
nasscom,AABSyS Information Technology Pvt Ltd,Bhubaneswar,http://www.aabsys.com,aabsys.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-10-22; nasscom_harvest=nasscom:PROVEN downgraded to +10: the 20,Verified,0,,0,0,,34169,0,0,0,0,Wayback 2023 quote is nav: 'Case Studies Blogs Testimonials Work with us' | Site: ISO 2700,False,,,,identity_pending,,32,28,1998-10-22,zero signals unverified after re-crawl
nasscom,Experian Services India (Private Limited),Hyderabad,http://www.experian.com,experian.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-10-28; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,34103,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,32,30,1996-10-28,zero signals unverified after re-crawl
nasscom,Proquest Consultancy Services Pvt Ltd,Hyderabad,http://www.proquestcs.com,proquestcs.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-01-18; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2012,Verified,0,,0,0,,33960,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,14,2012-01-18,zero signals unverified after re-crawl
nasscom,Velocity Software Solutions Pvt Ltd,Noida,http://www.velsof.com,velsof.com,,,,,True,False,False,EXISTED_2COR,rdap=2008-06-11; nasscom_harvest=nasscom:PROVEN; rdap:2008-06-11,Verified,1,opment eCommerce Development Web Development Software Development Digital Marketing Cloud ,0,0,,32786,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,18,2008-06-11,zero signals unverified after re-crawl
nasscom,Sun Knowledge Pvt Ltd,Kolkata,http://www.sunknowledge.com,sunknowledge.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-12-22; nasscom_harvest=nasscom:Downgraded from PROVEN to +10 - ,Verified,0,,0,0,,31882,0,0,0,0,"Wayback quote is billing-services nav, not a software portfolio | Site: 'global provider o",False,,,,identity_pending,,32,20,2006-12-22,zero signals unverified after re-crawl
nasscom,Park Hospitals,Kolkata,http://www.neotiahospital.com,neotiahospital.com,,,,,True,False,False,EXISTED_2COR,rdap=2008-01-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2008,Verified,0,,0,0,,31593,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,18,2008-01-16,zero signals unverified after re-crawl
nasscom,Turnberry Solutions Private Limited,Gurugram,https://www.turnberrysolutions.com/,turnberrysolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-12-21; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2000,Verified,0,,0,0,,31440,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,26,2000-12-21,zero signals unverified after re-crawl
nasscom,Syngenta Global Capability Center Private Limited,Pune,http://www.syngenta.com,syngenta.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-09-08; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1999,Verified,0,,0,0,,30983,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,32,27,1999-09-08,zero signals unverified after re-crawl
nasscom,ANSR Global Corporation Private Limited,Bengaluru,http://www.ansr.com,ansr.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-07-30; nasscom_harvest=nasscom:PROVEN; rdap:1995-07-30,Verified,0,,0,0,,30787,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,31,1995-07-30,zero signals unverified after re-crawl
