rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
603,Skip,25,Inferred,RUGR SIL Private Limited,Thane,sil.co.in,https://rugrsil.co.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
604,Skip,25,Inferred,Russell Reynolds Associates India Private Limited,Gurugram,russellreynolds.com,https://www.russellreynolds.com/en/,,,,25,0,0,0,25,,PROVEN,0,0,0,92040,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
605,Skip,25,Inferred,Ryan India Tax Services Private Limited,Hyderabad,ryan.com,https://www.ryan.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,50381,pre-2024: proven,computed,
606,Skip,25,Inferred,Saama Technologies (India) Pvt Ltd,Pune,saama.com,https://www.saama.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,16947,pre-2024: proven,computed,
607,Skip,25,Inferred,Sabre Travel Technologies Private Limited,Bengaluru,sabre.com,https://www.sabre.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,20074,pre-2024: proven,computed,
608,Skip,25,Inferred,Sandhata Technologies Pvt Ltd,Hyderabad,sandhata.com,https://sandhata.com/,33,yes,Srinivasa Chowdary Alluri (Founder President),25,0,0,0,25,,PROVEN,0,0,0,5212,pre-2024: proven,computed,
609,Skip,25,Inferred,Sankalp Computer & Systems Pvt Ltd,Pune,sankalptech.com,http://www.sankalptech.com/Web/EpaisaPay.aspx,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
610,Skip,25,Inferred,Sankey business solutions Private Limited,Thane,sankeysolutions.com,https://sankeysolutions.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,19302,pre-2024: proven,computed,
611,Skip,25,Inferred,Sarada Systems Private Limited,Bhubaneswar,saradasystems.co.in,https://www.saradasystems.co.in,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
612,Skip,25,Inferred,SAS Partners Corporate Advisors Private Limited,Chennai,saspartners.com,https://saspartners.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
613,Skip,25,Inferred,Sasken Technologies Limited,Bengaluru,sasken.com,https://www.sasken.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,10,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
614,Skip,25,Inferred,Sathya Technosoft India Private Limited,Tuticorin,sathyainfo.com,https://www.sathyainfo.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,21570,pre-2024: proven | site mentions compliance,computed,
615,Skip,25,Inferred,Saveetha Engineering College (A college of Saveetha Medical and Educational Trust),Chennai,saveetha.ac.in,https://saveetha.ac.in/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,32101,pre-2024: proven,computed,
616,Skip,25,Inferred,Scalable Consulting & Solutions Private Limited,Pune,scalablesolutions.in,https://scalablesolutions.co/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
617,Skip,25,Inferred,SecPod Technologies Pvt Ltd,Bengaluru,secpod.com,https://www.secpod.com/,,,,25,0,0,0,25,,"PROVEN - 2023-06-01 snapshot shows product briefs, documentation and case studies for their own product",0,0,0,9285,"Wayback 2023: 'Product Briefs Documentation Case Studies eBooks Whitepapers' | vcs/cicd hit is one blog headline about another firm's GitHub breach | 9k chars of JD read; no repo host, review gate or CI | Compliance hit is HIPAA baselines their scanner enforces for customers",agent,"Its only vcs and cicd hits come from a single security-news headline about a GitHub supply-chain attack on other companies - exactly the vendor-marketing trap the rubric warns about - so no Tier A or B credit is given. SecPod clearly owns a long-lived scanner codebase, but the bundle carries nothing on how that code is reviewed."
618,Skip,25,Inferred,Serosoft Solutions Private Limited,Indore,serosoft.com,https://serosoft.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,125012,pre-2024: proven,computed,
619,Skip,25,Inferred,Sevika Tech Private Limited,Chennai,sevikatech.com,https://sevikatech.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,8248,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
620,Skip,25,Inferred,Shalom Info Tech Pvt Ltd,Trichy,shalominfotech.com,http://www.shalominfotech.com,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
621,Skip,25,Inferred,Shard Center for Innovation Private Limited,Gautam Buddha Nagar,scilindia.org,https://scilindia.org/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,2669,pre-2024: proven,computed,
622,Skip,25,Inferred,Shass Information & Quality Engineering Services,Guwahati,siqes.com,https://www.siqes.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,5770,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
623,Skip,25,Inferred,Shivamtech Engineering Design Private Limited,Pune,shivamtech.com,https://shivamtech.com/,,,,25,0,0,0,25,Generalist-agency/training bundle - cap at 30 (not binding),"PROVEN - 20220601 snapshot, but the wording is CAD/CAM/CAE and training",0,0,0,122109,"JD 'bitbucket'/'jenkins'/'git' hits are FontAwesome CSS class names | Site: 'Leaders in Product Engineering' - plant/digital, not software | Site: 'long-term strategic placements... best talent' - staffing model | Wayback 20220601: CAD/CAM/CAE analysis and training services, Pune",agent,"Every private-repo and CI hit in 122k JD chars is icon-font CSS (.fa-bitbucket:before, .fa-jenkins:before) rather than JD prose, so nothing in Tier A or B can be awarded. The PROVEN label rests on a CAD/CAM/CAE-and-training snapshot, and 'Leaders in Product Engineering' reads as mechanical product engineering, not software. Kept the Gold +25 per the rubric but the merit behind it is decorative."
624,Skip,25,Inferred,Shrestha Cloud Solutions Private Limited,Bengaluru,shresthacloudsolutions.com,https://www.shresthacloudsolutions.com/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,1,8466,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
625,Skip,25,Inferred,ShubhiTech (OPC) Private Limited,Gurugram,shubhitech.com,https://www.shubhitech.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,0,pre-2024: proven | site mentions compliance,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
626,Skip,25,Inferred,SimCorp India LLP,Gautam Buddha Nagar,simcorp.com,https://www.simcorp.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,20250,pre-2024: proven,computed,
627,Skip,25,Inferred,Skill-Up Tech India Private Limited,Noida,skillup.tech,https://skillup.tech/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
628,Skip,25,Inferred,SkillSoft Software Services India Private Limited,Hyderabad,skillsoft.com,https://www.skillsoft.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,13717,pre-2024: proven,computed,
629,Skip,25,Inferred,Skybits Technologies Pvt Ltd,Kolkata,sky-bits.com,https://www.sky-bits.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
630,Skip,25,Inferred,Skyway Technologies,Mohali,skyway-tech.com,https://www.skyway-tech.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
631,Skip,25,Inferred,SLR Infotech Pvt Ltd,Chandigarh(CH),slrinfotech.org,https://slrinfotech.org/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,40384,pre-2024: proven,computed,
632,Skip,25,Inferred,Smith & Nephew GBS Private Limited,Pune,smith-nephew.com,https://www.smith-nephew.com/en/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,76470,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
633,Skip,25,Inferred,SNVA Veranda Limited,Gautam Buddha Nagar,snvaveranda.com,https://www.snvaveranda.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,6300,pre-2024: proven,computed,
634,Skip,25,Inferred,SOA IT Solutions Pvt Ltd,Bengaluru,soais.com,https://soais.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,5104,pre-2024: proven,computed,
635,Skip,25,Inferred,Softility Tech Private Limited,Hyderabad,softility.com,https://www.softility.com/,355,,Srini Tipirneni (CEO),25,0,0,0,25,,PROVEN,0,0,0,38599,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
636,Skip,25,Inferred,Softnet Technoware Private Limited,Bhubaneswar,softnet.co.in,http://www.softnet.co.in/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,39279,pre-2024: proven,computed,
637,Skip,25,Inferred,Softnotions Technologies Pvt Ltd,Thiruvananthapuram,softnotions.com,https://softnotions.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,2561,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
638,Skip,25,Inferred,Softobiz Technologies Private Limited,Mohali,softobiz.com,https://softobiz.com/,,,,25,0,0,0,25,,PROVEN — 2020-06-01 wayback: 'Custom Web and Mobile App Development | Softobiz Technologies India'.,0,0,0,9465,"wayback 2020-06: 'Custom Web and Mobile App Development' (tier_gold PROVEN) | jd: 9,465 chars, no Bitbucket/Azure DevOps, no review gate | site: 'Automate release pipelines' — prose only, no named CI tools | site: 'monitoring, version control, and security protocols' is generic",agent,
639,Skip,25,Inferred,Softprime Consulting Private Limited,Noida,softprimeconsulting.com,https://softprimeconsulting.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,991,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
640,Skip,25,Inferred,SoftRadix Technologies Private Limited,Mohali,softradix.com,https://softradix.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,64191,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
641,Skip,25,Inferred,Som Imaging Informatics Pvt Ltd,Kolkata,somnetics.in,http://www.somnetics.in,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
642,Skip,25,Inferred,Span Technology Services Private Limited,Coimbatore,spantechnologyservices.com,https://www.spantechnologyservices.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,32223,pre-2024: proven | site mentions cicd | site mentions pr_practice,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
643,Skip,25,Inferred,Spawoz Technologies Private Limited,Kochi,spawoz.com,https://www.spawoz.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,4231,pre-2024: proven,computed,
644,Skip,25,Inferred,Spectraforce Technologies (India) Pvt Ltd,Pune,spectraforce.com,https://spectraforce.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,223748,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
645,Skip,25,Inferred,Sports Mechanics India Pvt Ltd,Chennai,sportsmechanics.in,https://www.sportsmechanics.in:443/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
646,Skip,25,Inferred,Srini Infotech Private Limited,Hyderabad,sriniinfotech.com,http://www.sriniinfotech.com,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
647,Skip,25,Inferred,SRKay Consulting Group Private Limited,Mumbai,srkay.com,https://www.srkay.com:443/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,40264,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
648,Skip,25,Inferred,SSDN Technologies Private Limited,Gurugram,ssdntechnologies.com,https://www.ssdntechnologies.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
649,Skip,25,Inferred,Stellapps Technologies Private Limited,Bengaluru,stellapps.com,https://www.stellapps.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,5630,pre-2024: proven,computed,
650,Skip,25,Inferred,STEMROBO Technologies Private Limited,Noida,stemrobo.com,https://www.stemrobo.com,,,,25,0,0,0,25,,PROVEN,0,0,0,9824,pre-2024: proven,computed,
651,Skip,25,Inferred,Strand Life Sciences Private Limited,Bengaluru,strandls.com,https://strandls.com/,7334,,,25,0,0,0,25,,PROVEN,0,0,0,47981,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
652,Skip,25,Inferred,Streamvector Technology Private Limited,Bengaluru,sigmoid.com,https://www.sigmoid.com/,1717,yes,Lokesh Anand (Co-Founder & CEO),25,0,0,0,25,,PROVEN,0,0,0,49568,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
653,Skip,25,Inferred,Sufalam Technologies Private Limited,Ahmedabad,sufalamtech.com,https://www.sufalamtech.com,,,,25,0,0,0,25,,PROVEN,0,0,0,11536,pre-2024: proven,computed,
654,Skip,25,Inferred,Sulzer India Private Limited,Pune,sulzer.com,https://www.sulzer.com/en,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,122761,pre-2024: proven,computed,
655,Skip,25,Inferred,Supremology Software Services Private Limited,Bengaluru,supremology.com,https://supremology.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
656,Skip,25,Inferred,Surya International Enterprise Private Limited,Bhubaneswar,groupsurya.co.in,https://groupsurya.co.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,8430,pre-2024: proven,computed,
657,Skip,25,Inferred,Sutherland Global Services Pvt Ltd,Chennai,sutherlandglobal.com,https://www.sutherlandglobal.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,15421,pre-2024: proven,computed,
658,Skip,25,Inferred,Swabhav Venturelabs Services Private Limited,Mumbai,swabhavventurelabs.com,https://swabhavventurelabs.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
